title	url_id	area	width	price	direction	number_of_bedrooms	number_of_toilets	furniture	legal	lat	lon	address	district	province
Nhà riêng tại phường Bồ Đề	pr43288471	78 m²	8 m	22,8 tỷ	Đông - Bắc				Sổ đỏ/ Sổ hồng	21.0381170463144	105.872885595676	Bồ Đề, Long Biên, Hà Nội	Long Biên	Hà Nội
Nhà riêng tại phường Đại Kim	pr43262339	54 m²	5 m	9,99 tỷ		6 phòng	4 phòng	Cơ bản	Sổ đỏ/ Sổ hồng	20.9750546413127	105.823569434075	Phường Đại Kim, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Trang trại, khu nghỉ dưỡng tại xã Minh Phú	pr41643637	4.200 m²	22 m	8,4 tỷ	Đông				Hợp đồng mua bán	21.2769959297241	105.777448351782	Xã Minh Phú, Sóc Sơn, Hà Nội	Sóc Sơn	Hà Nội
Nhà riêng tại phường Xuân Đỉnh	pr43263206	130 m²	6,5 m	26,5 tỷ		6 phòng				21.0752620739876	105.789248286339	Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
Nhà riêng tại phường Minh Khai	pr42669126	51 m²		10,85 tỷ		6 phòng		Đầy đủ	Sổ đỏ/ Sổ hồng	20.996262838582	105.857194319096	Phường Minh Khai, Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
Nhà riêng tại phố Thái Hà	pr43269379	63 m²	6,6 m	20 tỷ		4 phòng	7 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	21.013862151962	105.826270596055	Phố Thái Hà, Phường Quang Trung, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Nhà riêng tại đường Bùi Xương Trạch	pr43314904	36 m²		9,4 tỷ		3 phòng	4 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	20.9871971929869	105.818498705385	Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà riêng tại phường Việt Hưng	pr42925885	40 m²	6 m	8,5 tỷ		3 phòng	3 phòng		Sổ đỏ/ Sổ hồng	21.055690388629248	105.89274224792099	Phường Việt Hưng, Long Biên, Hà Nội	Long Biên	Hà Nội
Căn hộ chung cư tại Mandarin Garden	pr40805542	145 m²		13,78 tỷ		3 phòng	2 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	21.004506325370844	105.79894898725148	Dự án Mandarin Garden, Đường Hoàng Minh Giám, Phường Trung Hòa, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà riêng tại đường Trần Phú	pr43010669	49 m²		9,5 tỷ		4 phòng		Đầy đủ	Sổ đỏ/ Sổ hồng	20.9748468936848	105.785610577144	Đường Trần Phú, Phường Văn Quán, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà mặt phố tại phường Nghĩa Đô	pr43276554	60 m²		25 tỷ						21.0466254349898	105.802949033192	Phường Nghĩa Đô, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà riêng tại phố Lê Văn Thiêm	pr43316370	72 m²	7 m	28,5 tỷ		6 phòng			Sổ đỏ/ Sổ hồng	21.0021963960542	105.802952270037	Phố Lê Văn Thiêm, Phường Nhân Chính, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
