title	url_id	area	price	number_of_bedrooms	number_of_toilets	legal	lat	lon	district	province	property_type	property_type_id	district_id
Nhà biệt thự, liền kề tại Khu đô thị mới Văn Quán	pr42977207	69.0	18.5	4	3	2	20.97377204190939	105.7890753142894	Hà Đông	Hà Nội	Biệt thự	2	9
Nhà riêng tại đường Nguyễn Chính	pr43267112	41.0	7.6	3	3	2	20.9812785280983	105.847776389637	Hoàng Mai	Hà Nội	Nhà riêng	3	13
Nhà biệt thự, liền kề tại Khu đô thị Trung Yên	pr42911225	69.0	26.0	5	5	2	21.015462759372312	105.79949127170296	Cầu Giấy	Hà Nội	Biệt thự	2	3
Nhà riêng tại phường Phương Liệt	pr42860996	41.0	9.45	4	5	2	20.9918263519624	105.838218967993	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Nhà mặt phố tại đường Tân Ấp	pr42335479	20.0	8.5	3	5	2	21.0466876759463	105.846576730936	Ba Đình	Hà Nội	Nhà riêng	3	1
Nhà mặt phố tại đường Tạ Đông Trung	pr42104772	70.0	26.0	4	5	2	21.0504822482242	105.88902009891	Long Biên	Hà Nội	Nhà riêng	3	14
Shophouse, nhà phố thương mại tại Louis City Hoàng Mai	pr42232216	95.0	25.5	5	3	2	20.9835279475935	105.857247597715	Hoàng Mai	Hà Nội	Nhà riêng	3	13
Nhà biệt thự, liền kề tại Khai Sơn City	pr42972005	77.0	24.0	4	2	2	21.052210234761223	105.88536849062862	Long Biên	Hà Nội	Biệt thự	2	14
Nhà riêng tại đường Trần Khát Chân	pr43287657	36.2	13.5	4	4	2	21.0088626998314	105.856627784701	Hai Bà Trưng	Hà Nội	Nhà riêng	3	10
Nhà riêng tại đường Hồ Tùng Mậu	pr43295877	35.0	7.35	3	4	2	21.0399069105253	105.766218986244	Bắc Từ Liêm	Hà Nội	Nhà riêng	3	28
Căn hộ chung cư tại Bohemia Residence	pr39480457	135.0	8.8	3	2	2	20.997404	105.80406	Thanh Xuân	Hà Nội	Chung cư	1	26
Nhà mặt phố tại phường Bách Khoa	pr43232820	30.0	16.0	3	3	2	21.0043849171687	105.846478692164	Hai Bà Trưng	Hà Nội	Nhà riêng	3	10
Nhà riêng tại đường Phúc Hoa	pr43250105	50.0	16.0	4	4	2	21.0870373090668	105.811135875429	Tây Hồ	Hà Nội	Nhà riêng	3	22
Nhà mặt phố tại đường Trần Khát Chân	pr43268087	38.0	14.5	3	3	2	21.0088337214671	105.863240153677	Hai Bà Trưng	Hà Nội	Nhà riêng	3	10
Nhà riêng tại phố Chùa Láng	pr42191188	63.0	21.0	9	8	2	21.0236148303458	105.80635354913	Đống Đa	Hà Nội	Nhà riêng	3	7
Căn hộ chung cư tại Chung cư Vườn Xuân - 71 Nguyễn Chí Thanh	pr43232160	94.0	7.9	2	2	2	21.0157951358802	105.81322954281404	Đống Đa	Hà Nội	Chung cư	1	7
Nhà riêng tại đường Hoàng Như Tiếp	pr43055497	62.0	15.5	4	5	2	21.0403522809415	105.87796932841	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà riêng tại đường Cầu Giấy	pr43019975	50.0	14.0	6	6	2	21.0318088699204	105.799670226948	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Nhà riêng tại đường Đội Cấn	pr43190825	36.0	7.65	4	3	2	21.0350088285523	105.82327321144	Ba Đình	Hà Nội	Nhà riêng	3	1
Nhà riêng tại phố Xã Đàn	pr43200310	54.0	19.5	6	5	2	21.0169581521801	105.83146636572	Đống Đa	Hà Nội	Nhà riêng	3	7
Căn hộ chung cư tại Galia Hanoi	pr43085101	100.0	8.0	3	2	1	20.966280264426143	105.87640175867634	Hoàng Mai	Hà Nội	Chung cư	1	13
Nhà biệt thự, liền kề tại Khu đô thị mới Văn Quán	pr42977115	80.0	16.8	5	5	2	20.97374233303516	105.78901420435623	Hà Đông	Hà Nội	Biệt thự	2	9
Nhà riêng tại phường Giang Biên	pr43269576	74.0	10.0	4	4	2	21.0677339906974	105.914295484619	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà biệt thự, liền kề tại phường Thịnh Liệt	pr43114607	60.0	21.0	6	4	2	20.9768148026293	105.847299224557	Hoàng Mai	Hà Nội	Biệt thự	2	13
Nhà biệt thự, liền kề tại Tiểu khu đô thị mới Vạn Phúc	pr43138501	50.0	17.5	6	7	2	20.98159060123939	105.76861427197257	Hà Đông	Hà Nội	Biệt thự	2	9
Nhà riêng tại phường Láng Thượng	pr43266391	62.0	21.0	5	4	2	21.0220887420479	105.80409014253	Đống Đa	Hà Nội	Nhà riêng	3	7
Nhà mặt phố tại đường Nguyễn Văn Trỗi	pr42751371	70.0	15.0	5	3	2	20.9815258701393	105.785257315468	Hà Đông	Hà Nội	Nhà riêng	3	9
Căn hộ chung cư tại Sunshine Center	pr42228699	113.0	8.4	3	2	1	21.01871081002338	105.78226989935308	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Nhà riêng tại phố Thái Thịnh	pr43272725	45.0	14.7	4	4	-1	21.009949089799	105.818993496061	Đống Đa	Hà Nội	Nhà riêng	3	7
Căn hộ chung cư tại Mulberry Lane	pr43283586	100.0	7.0	3	2	2	20.98613585453156	105.78552904950584	Hà Đông	Hà Nội	Chung cư	1	9
Căn hộ chung cư tại Vinhomes Skylake	pr43165551	96.69	10.1	3	2	2	21.02039035676336	105.78124101953064	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Căn hộ chung cư tại The Golden Palm Lê Văn Lương	pr43310776	121.2	10.0	3	2	2	21.0056538441539	105.80760909256072	Thanh Xuân	Hà Nội	Chung cư	1	26
Nhà riêng tại đường Xuân La	pr43322772	31.0	9.3	4	5	2	21.0644382307644	105.80605838505	Tây Hồ	Hà Nội	Nhà riêng	3	22
Nhà riêng tại đường Bưởi	pr43266490	60.0	15.5	2	3	2	21.0389030472714	105.80375931298	Ba Đình	Hà Nội	Nhà riêng	3	1
Chung cư mini, căn hộ dịch vụ tại đường Lê Quang Đạo	pr43324832	55.0	12.5	8	8	2	21.0123212445705	105.770825772408	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Căn hộ chung cư tại Golden Park Tower	pr43233294	96.0	8.3	3	2	2	21.026817321777344	105.78766632080078	Cầu Giấy	Hà Nội	Chung cư	1	3
Nhà riêng tại phố Ngọc Khánh	pr42036481	45.0	19.5	4	5	2	21.0257960902749	105.818531747174	Ba Đình	Hà Nội	Nhà riêng	3	1
Căn hộ chung cư tại Ha Do Park View	pr43283725	96.0	7.35	3	2	2	21.026917732248904	105.7932336927338	Cầu Giấy	Hà Nội	Chung cư	1	3
Nhà riêng tại đường Kim Ngưu	pr42097386	45.0	8.6	3	4	2	21.0048245011108	105.861292289838	Hai Bà Trưng	Hà Nội	Nhà riêng	3	10
Nhà riêng tại đường Tư Đình	pr43281755	65.0	15.8	4	2	2	21.0284798733091	105.884285850425	Long Biên	Hà Nội	Nhà riêng	3	14
Căn hộ chung cư tại Golden Land	pr42104838	132.0	8.184	3	2	2	20.9931932578784	105.807543346882	Thanh Xuân	Hà Nội	Chung cư	1	26
Nhà riêng tại đường Phố Trạm	pr43102770	40.0	7.8	3	4	2	21.0267187036524	105.893287798062	Long Biên	Hà Nội	Nhà riêng	3	14
Căn hộ chung cư tại Watermark	pr43281684	84.0	8.0	2	2	-1	21.053656832732	105.808938024873	Cầu Giấy	Hà Nội	Chung cư	1	3
Nhà riêng tại phố Khương Hạ	pr43294934	34.0	7.75	5	4	2	20.9941410864335	105.817073563781	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Căn hộ chung cư tại Dreamland Bonanza	pr38673355	92.0	8.0	3	2	2	21.0306091308594	105.781028747559	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Nhà mặt phố tại đường Nguyễn Văn Trỗi	pr43278096	34.0	11.2	5	6	2	20.9815908199688	105.785306143794	Hà Đông	Hà Nội	Nhà riêng	3	9
Nhà riêng tại đường Định Công Thượng	pr43317442	43.0	8.5	4	4	2	20.9829993197388	105.821282480162	Hoàng Mai	Hà Nội	Nhà riêng	3	13
Nhà riêng tại đường Dương Khuê	pr43285691	50.0	20.0	6	5	2	21.0353868741032	105.773048451076	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Nhà riêng tại phố Hồng Tiến	pr43295629	42.0	13.7	4	4	2	21.0389460425136	105.872905670492	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà riêng tại phường Thượng Thanh	pr43269459	48.0	7.5	4	4	2	21.0660082590993	105.887886883678	Long Biên	Hà Nội	Nhà riêng	3	14
Căn hộ chung cư tại Sunshine City	pr43149981	100.0	9.0	2	2	2	21.08435293743469	105.79185840910304	Bắc Từ Liêm	Hà Nội	Chung cư	1	28
Nhà riêng tại đường Cầu Giấy	pr43244214	35.0	8.4	3	3	-1	21.0347872459263	105.794896146588	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Căn hộ chung cư tại Khai Sơn City	pr43250712	120.0	7.2	3	3	1	21.05219029505539	105.88539889424624	Long Biên	Hà Nội	Chung cư	1	14
Nhà riêng tại đường Phố Trạm	pr43021201	40.0	7.5	5	4	2	21.0263340826289	105.893093402794	Long Biên	Hà Nội	Nhà riêng	3	14
Căn hộ chung cư tại Cầu Giấy Center Point	pr38814016	86.0	7.0	3	2	2	21.0322113037109	105.799697875977	Cầu Giấy	Hà Nội	Chung cư	1	3
Nhà riêng tại phường Tân Mai	pr43255506	54.0	14.5	6	4	-1	20.990515802606595	105.8439333660823	Hoàng Mai	Hà Nội	Nhà riêng	3	13
Nhà riêng tại đường Hoàng Văn Thái	pr43224809	45.0	10.5	6	4	2	20.9971223306143	105.82430277062	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Nhà riêng tại đường Nguyên Hồng	pr43301909	52.0	24.9	3	4	2	21.0165427569875	105.810688520436	Đống Đa	Hà Nội	Nhà riêng	3	7
Nhà riêng tại đường Trần Thái Tông	pr43207905	70.0	16.8	4	4	2	21.0313998894007	105.788388157996	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Căn hộ chung cư tại Hausman Premium Residences	pr43109956	102.0	7.5	3	2	2	20.989146786035747	105.76244390989676	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Căn hộ chung cư tại Ecolife Capitol	pr43135846	111.0	8.0	3	2	2	20.994391195450827	105.79019253026024	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Căn hộ chung cư tại The Matrix One	pr42921954	125.0	14.0	3	2	2	21.010060546842112	105.77347517282088	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Căn hộ chung cư tại phố Nghĩa Tân	pr42880501	110.0	8.5	4	2	2	21.0449872401413	105.791989250446	Cầu Giấy	Hà Nội	Chung cư	1	3
Nhà riêng tại phường Ngọc Hà	pr43313133	35.0	9.6	4	4	2	21.0383829196355	105.82666087903	Ba Đình	Hà Nội	Nhà riêng	3	1
Nhà riêng tại đường Khương Trung	pr41702596	44.0	11.2	4	5	2	20.995670761908	105.817539821743	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Nhà biệt thự, liền kề tại Vinhomes Wonder City	pr43009773	88.0	16.2	6	7	2	21.09617159884658	105.71216148773532	Đan Phượng	Hà Nội	Biệt thự	2	5
Nhà riêng tại đường Nguyễn Phong Sắc	pr43243374	38.0	13.0	3	4	2	21.0399471239162	105.790591878354	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Căn hộ chung cư tại Phú Gia Residence	pr43225236	100.0	7.2	3	2	2	20.9999335710172	105.807482112687	Thanh Xuân	Hà Nội	Chung cư	1	26
Nhà riêng tại phường Bồ Đề	pr43153059	50.0	9.3	7	5	-1	21.0377016389548	105.873062006914	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà riêng tại đường Minh Khai	pr43281512	50.0	7.0	2	2	2	20.9949299985534	105.857157027079	Hai Bà Trưng	Hà Nội	Nhà riêng	3	10
Căn hộ chung cư tại Khu đô thị Trung Hòa - Nhân Chính	pr42434906	146.0	9.0	3	2	2	21.00803258663345	105.80349907575216	Cầu Giấy	Hà Nội	Chung cư	1	3
Nhà riêng tại phường Phú La	pr43254653	50.0	15.0	4	3	2	20.9594354339928	105.763684338839	Hà Đông	Hà Nội	Nhà riêng	3	9
Nhà riêng tại xã Phú Sơn	pr43100766	100.0	7.5	3	3	2	21.0251537512549	105.991453889521	Gia Lâm	Hà Nội	Nhà riêng	3	8
Căn hộ chung cư tại Mulberry Lane	pr43290859	121.0	7.3	3	2	2	20.98704202006597	105.78587231075096	Hà Đông	Hà Nội	Chung cư	1	9
Nhà riêng tại phường Thanh Nhàn	pr42440714	75.0	24.8	6	6	2	21.0056488529488	105.85520636077	Hai Bà Trưng	Hà Nội	Nhà riêng	3	10
Nhà mặt phố tại đường Hoàng Tăng Bí	pr43286727	65.0	10.9	4	4	2	21.0828241762339	105.782355080442	Bắc Từ Liêm	Hà Nội	Nhà riêng	3	28
Nhà riêng tại đường Trần Khát Chân	pr43275285	70.0	10.2	2	2	2	21.0090019737615	105.858776435844	Hai Bà Trưng	Hà Nội	Nhà riêng	3	10
Nhà riêng tại đường Hoàng Quốc Việt	pr43272342	80.0	19.0	5	6	2	21.0460845344932	105.799318051908	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Nhà riêng tại đường Yên Phụ	pr43120844	45.0	16.5	3	5	2	21.0532493392235	105.838910806903	Tây Hồ	Hà Nội	Nhà riêng	3	22
Nhà riêng tại đường Văn Cao	pr43258462	45.0	11.8	4	7	2	21.0419910386561	105.816323046381	Tây Hồ	Hà Nội	Nhà riêng	3	22
Căn hộ chung cư tại Green Pearl 378 Minh Khai	pr43257554	140.0	12.2	4	2	-1	20.9959467159854	105.863410203994	Hai Bà Trưng	Hà Nội	Chung cư	1	10
Nhà riêng tại đường Hoàng Quốc Việt	pr43267732	48.0	24.0	3	4	2	21.0461876948022	105.799368487821	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Nhà mặt phố tại đường Tân Ấp	pr41526082	35.0	15.0	3	3	2	21.0465490421861	105.846774783718	Ba Đình	Hà Nội	Nhà riêng	3	1
Nhà riêng tại phường Xuân La	pr43154369	43.0	12.0	5	6	2	21.0621192898581	105.80747839014	Tây Hồ	Hà Nội	Nhà riêng	3	22
Nhà riêng tại đường Võng Thị	pr43238844	58.0	14.1	3	4	-1	21.0513472703203	105.811327214176	Tây Hồ	Hà Nội	Nhà riêng	3	22
Nhà riêng tại đường Phú Thượng	pr42759638	55.0	9.4	5	5	2	21.0838154855129	105.808428543989	Tây Hồ	Hà Nội	Nhà riêng	3	22
Căn hộ chung cư tại Lumi Hanoi	pr40030346	117.0	8.6	3	2	1	21.0115852355957	105.73583984375	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Nhà riêng tại đường Nguyễn Văn Cừ	pr43286199	72.0	11.45	4	4	2	21.0441974579271	105.872346610824	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà riêng tại phường Phúc Đồng	pr43244108	50.0	13.5	4	2	-1	21.0380496574436	105.89715870345	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà riêng tại phố Trần Quốc Hoàn	pr43237657	37.0	14.0	4	5	2	21.0417117101679	105.785499206334	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Căn hộ chung cư tại Heritage West Lake	pr41977501	143.0	23.0	3	3	-1	21.072406376518785	105.81168003405368	Tây Hồ	Hà Nội	Chung cư	1	22
Căn hộ chung cư tại Capital Elite	pr42265467	114.0	11.2	3	2	-1	21.01890357526651	105.78116304429992	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Nhà riêng tại đường Trương Định	pr43184017	75.0	12.88	4	5	2	20.9948546120273	105.849664475693	Hai Bà Trưng	Hà Nội	Nhà riêng	3	10
Căn hộ chung cư tại Pandora 53 Triều Khúc	pr42895883	143.0	10.9395	3	3	2	20.986608019197448	105.7985785261106	Thanh Xuân	Hà Nội	Chung cư	1	26
Nhà riêng tại đường Kim Ngưu	pr43272125	70.0	18.0	6	5	2	21.0050059688363	105.860787649786	Hai Bà Trưng	Hà Nội	Nhà riêng	3	10
Nhà riêng tại đường Ngọc Thụy	pr43288042	33.0	7.5	4	5	2	21.0498520554915	105.86634676975	Long Biên	Hà Nội	Nhà riêng	3	14
Căn hộ chung cư tại Tòa nhà 101 Láng Hạ	pr43026070	146.5	11.13	3	2	2	21.0145009202391	105.813469488772	Đống Đa	Hà Nội	Chung cư	1	7
Căn hộ chung cư tại The Golden Palm Lê Văn Lương	pr42128820	105.0	8.715	3	2	2	21.0057715244136	105.807767306828	Thanh Xuân	Hà Nội	Chung cư	1	26
Nhà riêng tại đường Hồ Tùng Mậu	pr43252786	31.0	8.4	3	4	2	21.0400741357054	105.766632065715	Bắc Từ Liêm	Hà Nội	Nhà riêng	3	28
Nhà riêng tại phường Kim Mã	pr43263290	41.0	7.2	3	3	2	21.031892216957	105.825361048781	Ba Đình	Hà Nội	Nhà riêng	3	1
Nhà riêng tại đường Thụy Khuê	pr43293198	37.0	7.9	8	5	2	21.0425983578851	105.824224334468	Tây Hồ	Hà Nội	Nhà riêng	3	22
Nhà riêng tại đường Phạm Thận Duật	pr43185247	54.0	15.5	6	4	2	21.0438919173758	105.778635799139	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Căn hộ chung cư tại N04 - KĐT Đông Nam Trần Duy Hưng	pr42771368	94.0	9.0	2	2	2	21.0084094610996	105.8002607941053	Cầu Giấy	Hà Nội	Chung cư	1	3
Nhà riêng tại phường Giảng Võ	pr43278213	44.0	7.9	4	4	2	21.033030167702	105.826677516681	Ba Đình	Hà Nội	Nhà riêng	3	1
Nhà riêng tại đường Đê La Thành	pr43288106	52.0	8.6	4	3	2	21.0165969110156	105.8324746721	Đống Đa	Hà Nội	Nhà riêng	3	7
Nhà riêng tại đường An Thọ 1	pr43291064	43.0	7.95	4	5	2	21.0080760299059	105.722315062045	Hoài Đức	Hà Nội	Nhà riêng	3	11
Căn hộ chung cư tại Imperia Garden	pr42363369	110.0	10.3	3	2	2	20.9972956787464	105.803017091961	Thanh Xuân	Hà Nội	Chung cư	1	26
Căn hộ chung cư tại Khu đô thị Trung Hòa - Nhân Chính	pr43130718	119.0	8.3	2	2	2	21.007783965243224	105.80227347796624	Cầu Giấy	Hà Nội	Chung cư	1	3
Căn hộ chung cư tại Hà Nội Melody Residences	pr41651197	120.0	7.56	2	2	1	20.958871331298933	105.82665397503574	Hoàng Mai	Hà Nội	Chung cư	1	13
Nhà riêng tại đường Lê Trọng Tấn	pr43242788	54.0	14.4	4	3	2	21.000133761221	105.827768849487	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Nhà mặt phố tại đường Nguyễn Hy Quang	pr42252003	57.0	21.8	6	5	2	21.0184632023366	105.827119670494	Đống Đa	Hà Nội	Nhà riêng	3	7
Nhà riêng tại đường Trần Quang Diệu	pr43196793	62.0	19.9	5	5	2	21.0152957162313	105.824380665757	Đống Đa	Hà Nội	Nhà riêng	3	7
Nhà riêng tại đường An Dương Vương	pr42302707	65.0	15.5	8	5	2	21.0899301596239	105.804280815096	Tây Hồ	Hà Nội	Nhà riêng	3	22
Nhà riêng tại đường Dương Khuê	pr43284711	50.0	19.9	6	4	2	21.0353539422188	105.773112219764	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Căn hộ chung cư tại Chung cư 187 Tây Sơn	pr43203315	60.0	4.8	2	1	2	21.01316504711815	105.82741279320936	Đống Đa	Hà Nội	Chung cư	1	7
Nhà riêng tại đường Hoàng Quốc Việt	pr43229443	45.0	17.5	5	5	2	21.0459260677708	105.799121397254	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Nhà mặt phố tại phường Nghĩa Đô	pr43297855	30.0	14.9	2	2	2	21.0469382450441	105.802705140104	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Nhà riêng tại đường Xuân Phương	pr43233899	36.0	7.95	3	5	2	21.0437160036962	105.737245664387	Nam Từ Liêm	Hà Nội	Nhà riêng	3	28
Căn hộ chung cư tại N01-T4 Ngoại Giao Đoàn	pr42977283	87.0	8.7	2	2	2	21.062291725164748	105.79505587569196	Bắc Từ Liêm	Hà Nội	Chung cư	1	28
Căn hộ chung cư tại Núi Trúc Square	pr42884796	127.0	7.0	3	2	1	21.030613650481907	105.82286031716924	Ba Đình	Hà Nội	Chung cư	1	1
Nhà riêng tại đường Bồ Đề	pr43300463	45.0	9.2	3	4	2	21.038051307193	105.871901332255	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà riêng tại phố Hào Nam	pr43297432	41.0	7.46	3	4	2	21.0255062725503	105.828041194695	Đống Đa	Hà Nội	Nhà riêng	3	7
Nhà riêng tại đường Cù Chính Lan	pr42336585	120.0	26.0	4	4	2	20.999359674293	105.82367706346	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Nhà riêng tại phố Ngọc Khánh	pr43139024	56.0	13.9	3	4	2	21.0269056333698	105.817731350094	Ba Đình	Hà Nội	Nhà riêng	3	1
Nhà riêng tại phố Khâm Thiên	pr43292876	34.0	12.0	4	2	2	21.0186929494353	105.837927994774	Đống Đa	Hà Nội	Nhà riêng	3	7
Nhà riêng tại đường Minh Khai	pr42131097	30.0	7.2	3	4	2	20.9952840075806	105.857011050541	Hai Bà Trưng	Hà Nội	Nhà riêng	3	10
Căn hộ chung cư tại Park Kiara	pr43122130	108.0	14.0	3	2	2	20.96658998243868	105.75383727859584	Hà Đông	Hà Nội	Chung cư	1	9
Nhà riêng tại đường Cầu Giấy	pr43284251	75.0	17.0	3	2	2	21.0319013487324	105.799600908097	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Nhà riêng tại phố Lò Đúc	pr43292350	89.0	21.0	3	2	2	21.0177547063449	105.855281787653	Hai Bà Trưng	Hà Nội	Nhà riêng	3	10
Nhà riêng tại phố Thái Thịnh	pr43325970	30.0	12.7	3	4	2	21.0122829914229	105.817239329613	Đống Đa	Hà Nội	Nhà riêng	3	7
Căn hộ chung cư tại Roman Plaza	pr43261929	137.0	9.6	4	3	2	20.984568755467084	105.77680892109022	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Căn hộ chung cư tại N01-T3 Ngoại Giao Đoàn	pr40578762	127.0	7.9	3	2	2	21.06308555603028	105.7948226928711	Bắc Từ Liêm	Hà Nội	Chung cư	1	28
Căn hộ chung cư tại Chung cư The Senique Hanoi	pr42337454	147.6	9.8	3	3	2	20.99969125334096	105.95401471696022	Gia Lâm	Hà Nội	Chung cư	1	8
Nhà riêng tại đường Tam Trinh	pr43291262	70.0	12.3	6	5	2	20.9860975686741	105.863316558337	Hoàng Mai	Hà Nội	Nhà riêng	3	13
Nhà biệt thự, liền kề tại Khu đô thị mới Văn Quán	pr43139830	70.0	17.0	6	6	2	20.974060162739	105.788803664062	Hà Đông	Hà Nội	Biệt thự	2	9
Nhà riêng tại phố Xã Đàn	pr43282633	40.0	8.9	3	3	2	21.0065724415099	105.836148516296	Đống Đa	Hà Nội	Nhà riêng	3	7
Nhà biệt thự, liền kề tại Khu đô thị Vân Canh	pr41557443	110.0	16.0	4	4	2	21.0413055419922	105.732070922852	Hoài Đức	Hà Nội	Biệt thự	2	11
Nhà riêng tại đường Khương Đình	pr40250479	47.0	8.35	4	4	2	20.9921019	105.8135117	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Căn hộ chung cư tại Tòa nhà Vinaconex 1	pr42557417	115.0	7.6	3	2	2	21.00214584110644	105.79413645328388	Cầu Giấy	Hà Nội	Chung cư	1	3
Căn hộ chung cư tại Khu đô thị mới Dịch Vọng	pr43290828	133.0	8.8	3	2	2	21.028653436832503	105.79373258094388	Cầu Giấy	Hà Nội	Chung cư	1	3
Căn hộ chung cư tại Diamond Flower Tower	pr42754147	125.0	9.5	3	2	2	21.005830539510068	105.80288730666707	Thanh Xuân	Hà Nội	Chung cư	1	26
Nhà riêng tại phố Vũ Tông Phan	pr43319711	38.0	9.56	6	4	2	20.9977012865761	105.817325994602	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Căn hộ chung cư tại The Emerald	pr43300315	99.2	7.4	3	2	2	21.021913019333844	105.77109476938976	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Căn hộ chung cư tại Viha Complex	pr43306436	73.0	7.45	2	2	2	20.99786750408152	105.80344407544064	Thanh Xuân	Hà Nội	Chung cư	1	26
Nhà biệt thự, liền kề tại The Manor Central Park	pr41382742	75.0	24.0	5	4	2	20.9744966644013	105.815207805295	Hoàng Mai	Hà Nội	Biệt thự	2	13
Nhà riêng tại đường Định Công Hạ	pr36438526	50.0	7.25	3	4	2	20.9827063	105.8274629	Hoàng Mai	Hà Nội	Nhà riêng	3	13
