title	url_id	area	price	number_of_bedrooms	number_of_toilets	legal	lat	lon	district	province	property_type	property_type_id	district_id
Nhà riêng tại đường Phú Diễn	pr43278481	46.0	12.0	4	5	2	21.0451915219176	105.762551726497	Bắc Từ Liêm	Hà Nội	Nhà riêng	3	28
Nhà riêng tại đường Lê Trọng Tấn	pr43319851	40.0	13.8	5	5	2	20.9650344488411	105.76124290597	Hà Đông	Hà Nội	Nhà riêng	3	9
Nhà riêng tại đường An Dương Vương	pr42364686	40.0	10.0	4	5	2	21.0888970346296	105.793742918021	Tây Hồ	Hà Nội	Nhà riêng	3	22
Căn hộ chung cư tại Sunshine Garden	pr41938029	129.0	7.1	4	3	2	20.9962026413398	105.873104915798	Hai Bà Trưng	Hà Nội	Chung cư	1	10
Căn hộ chung cư tại Times Tower Lê Văn Lương	pr43291858	128.0	9.2	3	2	2	21.002684411494137	105.8019148443382	Thanh Xuân	Hà Nội	Chung cư	1	26
Nhà riêng tại đường Nam Dư	pr42693303	35.0	12.0	3	4	2	20.9824761978139	105.886427901951	Hoàng Mai	Hà Nội	Nhà riêng	3	13
Căn hộ chung cư tại Gold Tower	pr43167341	130.0	8.0	3	2	2	20.9945856992897	105.807156019161	Thanh Xuân	Hà Nội	Chung cư	1	26
Nhà mặt phố tại đường Cù Chính Lan	pr42635221	76.0	20.5	6	6	2	20.9993381115704	105.82349045333	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Nhà riêng tại đường Nguyễn Đức Cảnh	pr43101479	60.0	13.5	8	8	2	20.9875445311921	105.848521219649	Hoàng Mai	Hà Nội	Nhà riêng	3	13
Nhà riêng tại phố Nguyễn Phúc Lai	pr43270048	40.0	14.0	5	5	2	21.0206646016497	105.821924447151	Đống Đa	Hà Nội	Nhà riêng	3	7
Nhà riêng tại đường Tố Hữu	pr43278546	50.0	15.0	4	4	2	20.9757187715737	105.761603391764	Hà Đông	Hà Nội	Nhà riêng	3	9
Căn hộ chung cư tại Times City	pr43121344	110.0	9.68	3	2	2	20.99549652710035	105.86824850970282	Hai Bà Trưng	Hà Nội	Chung cư	1	10
Căn hộ chung cư tại Lumi Hanoi	pr42603330	130.0	9.8	3	2	1	21.0112381465624	105.736033619621	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Nhà riêng tại đường Lai Xá	pr43142119	73.8	11.8	3	2	2	21.0651901699035	105.716279329902	Hoài Đức	Hà Nội	Nhà riêng	3	11
Nhà riêng tại đường Tây Sơn	pr43270686	69.0	20.1	4	4	2	21.0086384997196	105.823810046004	Đống Đa	Hà Nội	Nhà riêng	3	7
Nhà mặt phố tại đường Xuân Đỉnh	pr42929123	82.7	25.4	1	1	2	21.0713812534227	105.794332012652	Bắc Từ Liêm	Hà Nội	Nhà riêng	3	28
Nhà riêng tại đường Trương Định	pr42192740	45.0	7.0	8	8	2	20.9945232513403	105.849585670229	Hai Bà Trưng	Hà Nội	Nhà riêng	3	10
Nhà riêng tại đường Dương Văn Bé	pr43119810	35.0	8.5	3	4	2	20.9959742561666	105.873919153792	Hai Bà Trưng	Hà Nội	Nhà riêng	3	10
Nhà riêng tại đường Nguyễn Hy Quang	pr43220638	73.0	23.3	5	5	2	21.0186705402305	105.826991066345	Đống Đa	Hà Nội	Nhà riêng	3	7
Nhà riêng tại đường Nguyễn Văn Linh	pr43197543	70.0	10.18	4	3	2	21.0300407844406	105.914025343897	Long Biên	Hà Nội	Nhà riêng	3	14
Căn hộ chung cư tại Vinhomes Metropolis - Liễu Giai	pr38871819	85.0	14.5	2	2	-1	21.03368003892429	105.81644881887416	Ba Đình	Hà Nội	Chung cư	1	1
Nhà riêng tại đường Tư Đình	pr42765828	70.0	20.5	4	6	2	21.0288751972663	105.884294810642	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà riêng tại đường Cầu Giấy	pr43095474	63.0	10.8	3	2	2	21.0322275776153	105.799655458152	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Nhà riêng tại phố Trần Đại Nghĩa	pr43255443	40.0	9.5	3	4	2	21.0055854448647	105.845854710293	Hai Bà Trưng	Hà Nội	Nhà riêng	3	10
Nhà mặt phố tại phố Vạn Phúc	pr43271677	63.0	16.8	2	1	2	20.9754476071608	105.78651136419	Hà Đông	Hà Nội	Nhà riêng	3	9
Nhà mặt phố tại đường Phú Diễn	pr40606883	68.2	24.0	6	3	2	21.0452512	105.7624855	Bắc Từ Liêm	Hà Nội	Nhà riêng	3	28
Căn hộ chung cư tại The Golden Armor	pr41248814	86.0	8.0	2	2	-1	21.0296936035156	105.821510314941	Ba Đình	Hà Nội	Chung cư	1	1
Căn hộ chung cư tại Sunshine Garden	pr42986030	110.0	7.6	3	2	2	20.996689941875083	105.87385360086785	Hai Bà Trưng	Hà Nội	Chung cư	1	10
Nhà riêng tại đường Bùi Xương Trạch	pr43130216	32.0	8.9	3	5	2	20.9872794129551	105.818586484566	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Nhà riêng tại đường Kim Đồng	pr42213555	60.0	18.0	8	6	2	20.9837189371672	105.843224575235	Hoàng Mai	Hà Nội	Nhà riêng	3	13
Nhà riêng tại đường Yên Hòa	pr43308104	30.0	7.98	3	3	2	21.022528016392	105.795301121505	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Căn hộ chung cư tại Green Pearl 378 Minh Khai	pr43225409	88.0	7.5	3	2	2	20.9965385800619	105.863397686955	Hai Bà Trưng	Hà Nội	Chung cư	1	10
Nhà riêng tại đường Lãng Yên	pr43271363	42.0	14.1	3	3	2	21.0090494691195	105.865666633353	Hai Bà Trưng	Hà Nội	Nhà riêng	3	10
Căn hộ chung cư tại Diamond Goldmark City	pr41907652	135.0	8.6	3	2	2	21.0436825149097	105.766865068789	Bắc Từ Liêm	Hà Nội	Chung cư	1	28
Căn hộ chung cư tại Tây Hà Tower	pr41603238	122.0	7.076	3	2	2	20.996280670166016	105.79325103759766	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Nhà riêng tại đường Âu Cơ	pr43052169	70.0	13.5	4	5	2	21.0629537678846	105.832087374366	Tây Hồ	Hà Nội	Nhà riêng	3	22
Nhà mặt phố tại đường Nguyễn Hy Quang	pr40898972	48.0	22.5	4	5	2	21.0289486097874	105.852447225903	Đống Đa	Hà Nội	Nhà riêng	3	7
Căn hộ chung cư tại Imperial Plaza	pr42036901	124.5	8.5	4	2	2	20.9848584158632	105.83972912209	Thanh Xuân	Hà Nội	Chung cư	1	26
Căn hộ chung cư tại Gold Tower	pr42205917	140.0	10.0	3	2	2	20.9942127608502	105.807095028234	Thanh Xuân	Hà Nội	Chung cư	1	26
Nhà riêng tại đường Nguyễn Khang	pr43116477	35.0	7.9	3	3	2	21.022527858861	105.799786174464	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Căn hộ chung cư tại Tòa nhà D11 Sunrise Building	pr43285449	120.0	9.55	3	2	2	21.0309967039625	105.788348000596	Cầu Giấy	Hà Nội	Chung cư	1	3
Nhà biệt thự, liền kề tại đường Văn Phú	pr43298110	90.0	25.8	4	5	2	20.9618015002542	105.76869847111	Hà Đông	Hà Nội	Biệt thự	2	9
Nhà riêng tại đường Tư Đình	pr42779880	75.0	20.5	7	7	2	21.0289456399746	105.88440994763	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà riêng tại đường Âu Cơ	pr41671895	40.0	10.0	3	4	2	21.0742533554953	105.823989376249	Tây Hồ	Hà Nội	Nhà riêng	3	22
Căn hộ chung cư tại Hyundai Hillstate	pr17639451	136.0	7.9	3	2	2	20.9630120739529	105.77422150543	Hà Đông	Hà Nội	Chung cư	1	9
Nhà riêng tại phố Thái Hà	pr43271240	63.0	20.2	4	4	2	21.01257193813	105.820061105603	Đống Đa	Hà Nội	Nhà riêng	3	7
Nhà riêng tại đường Tây Sơn	pr43157479	63.0	18.9	3	5	2	21.0089129638449	105.82393290713	Đống Đa	Hà Nội	Nhà riêng	3	7
Căn hộ chung cư tại CT2 Viettel Trung Văn	pr43267111	131.0	9.4	3	2	2	20.99286270035968	105.78821025670976	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Nhà riêng tại đường Hoàng Hoa Thám	pr43262035	53.0	12.0	7	5	2	21.0421760167579	105.817925038297	Ba Đình	Hà Nội	Nhà riêng	3	1
Căn hộ chung cư tại Times Tower Lê Văn Lương	pr43275132	128.0	10.0	3	2	2	21.0028004990216	105.802415450241	Thanh Xuân	Hà Nội	Chung cư	1	26
Nhà riêng tại đường Hồ Văn Chương	pr43322560	35.0	7.2	3	4	2	21.0216517555997	105.833612229156	Đống Đa	Hà Nội	Nhà riêng	3	7
Nhà riêng tại phố Chùa Quỳnh	pr43239318	55.0	15.2	3	4	2	20.9993184581639	105.857908563612	Hai Bà Trưng	Hà Nội	Nhà riêng	3	10
Nhà mặt phố tại đường Yên Xá	pr43279597	68.0	22.0	5	4	2	20.968165582566	105.796623435634	Thanh Trì	Hà Nội	Nhà riêng	3	25
Nhà mặt phố tại đường An Dương Vương	pr43261035	57.0	11.5	4	4	2	21.0896907324877	105.804333212926	Tây Hồ	Hà Nội	Nhà riêng	3	22
Nhà riêng tại đường Chiến Thắng	pr43096472	68.0	10.8	6	4	2	20.979117301847	105.796045021813	Hà Đông	Hà Nội	Nhà riêng	3	9
Căn hộ chung cư tại Tây Hà Tower	pr38045572	125.0	7.1	3	2	2	20.996280670166	105.793251037598	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Nhà riêng tại đường Lê Duẩn	pr43314981	45.0	8.2	4	3	2	21.0115968258312	105.841306201453	Đống Đa	Hà Nội	Nhà riêng	3	7
Nhà riêng tại đường Đông Ngạc	pr43300644	55.0	11.5	4	3	2	21.0924687688064	105.781395678026	Bắc Từ Liêm	Hà Nội	Nhà riêng	3	28
Nhà riêng tại phường Tứ Liên	pr43258844	32.0	7.95	4	4	2	21.0628479122488	105.835383915015	Tây Hồ	Hà Nội	Nhà riêng	3	22
Nhà riêng tại phố Hoàng Cầu	pr43219949	72.0	23.1	5	5	-1	21.0165421172775	105.822308088113	Đống Đa	Hà Nội	Nhà riêng	3	7
Nhà riêng tại đường Trần Duy Hưng	pr43270935	40.0	13.4	6	7	2	21.0107163149753	105.7991923667	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Nhà riêng tại đường Trung Phụng	pr43312539	40.0	8.4	5	4	2	21.0157346831701	105.838487585704	Đống Đa	Hà Nội	Nhà riêng	3	7
Nhà riêng tại đường Nguyễn Chí Thanh	pr43289148	46.0	23.0	4	3	2	21.0203834500398	105.808324892231	Đống Đa	Hà Nội	Nhà riêng	3	7
Nhà riêng tại đường Bưởi	pr43243506	42.0	14.0	4	4	2	21.0393124959281	105.80364390981	Ba Đình	Hà Nội	Nhà riêng	3	1
Nhà riêng tại đường Thượng Thanh	pr43255336	48.0	7.39	4	4	2	21.058309666043	105.886379933204	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà riêng tại đường Tây Sơn	pr41526133	32.0	7.1	2	3	2	21.0128805342466	105.826193551028	Đống Đa	Hà Nội	Nhà riêng	3	7
Nhà riêng tại đường Hoàng Ngân	pr42590818	55.0	12.7	4	4	2	21.007412275091	105.810195955452	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Nhà riêng tại đường Mỹ Đình	pr43040901	55.0	9.5	6	5	2	21.027268080597	105.774343925368	Nam Từ Liêm	Hà Nội	Nhà riêng	3	28
Nhà riêng tại đường Trần Phú	pr43234911	78.0	10.7	5	3	2	20.9744902348801	105.785850032934	Hà Đông	Hà Nội	Nhà riêng	3	9
Nhà mặt phố tại đường Nguyễn Khả Trạc	pr42925193	60.0	20.5	6	4	2	21.045235551137	105.777469613776	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Nhà riêng tại đường Lê Trọng Tấn	pr42468641	35.0	8.0	4	6	2	21.0002910900099	105.828048066811	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Nhà riêng tại phố Thái Hà	pr43310433	40.0	12.0	4	4	2	21.0126993530133	105.819888978206	Đống Đa	Hà Nội	Nhà riêng	3	7
Nhà riêng tại đường Kiều Mai	pr42465097	45.0	7.5	8	8	2	21.0448420835165	105.75169943096	Bắc Từ Liêm	Hà Nội	Nhà riêng	3	28
Nhà riêng tại phố Dịch Vọng Hậu	pr43308044	35.0	7.0	3	4	2	21.0309990915115	105.786147375057	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Căn hộ chung cư tại TMC Tower	pr43251157	132.0	10.0	3	3	-1	21.0121703336239	105.862061667243	Hai Bà Trưng	Hà Nội	Chung cư	1	10
Nhà riêng tại xã An Khánh	pr43299769	45.0	11.0	4	4	2	20.998541885848	105.721857877056	Hoài Đức	Hà Nội	Nhà riêng	3	11
Nhà riêng tại đường Đào Tấn	pr43230799	42.0	8.05	4	5	2	21.0325575362021	105.809000723706	Ba Đình	Hà Nội	Nhà riêng	3	1
Nhà riêng tại đường Xuân Đỉnh	pr41685728	99.0	15.0	3	3	2	21.0713830360855	105.794144731369	Bắc Từ Liêm	Hà Nội	Nhà riêng	3	28
Căn hộ chung cư tại Times City	pr43287856	88.0	9.3	2	2	-1	20.994733830468068	105.86808474107887	Hai Bà Trưng	Hà Nội	Chung cư	1	10
Nhà riêng tại đường Ô Cách	pr43241315	46.0	7.8	3	4	2	21.0586586126929	105.896955705858	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà riêng tại đường Tây Sơn	pr43290736	40.0	8.6	4	4	2	21.0085915452266	105.824367241496	Đống Đa	Hà Nội	Nhà riêng	3	7
Căn hộ chung cư tại phố Lê Văn Thiêm	pr41208244	93.0	8.2	3	2	2	21.0002474528035	105.804559994122	Thanh Xuân	Hà Nội	Chung cư	1	26
Nhà riêng tại phố Nghĩa Đô	pr43281646	52.0	15.39	5	5	2	21.0479486694943	105.795636032724	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Nhà mặt phố tại đường Nguyễn Trãi	pr43304383	38.0	12.0	3	4	2	20.9727795572923	105.779090478771	Hà Đông	Hà Nội	Nhà riêng	3	9
Nhà riêng tại đường Văn Phú	pr43228423	35.0	8.8	5	4	2	20.9620205077005	105.768558511246	Hà Đông	Hà Nội	Nhà riêng	3	9
Nhà biệt thự, liền kề tại đường Thụy Khuê	pr42820846	45.0	10.65	6	4	2	21.0426739816016	105.824094386909	Tây Hồ	Hà Nội	Biệt thự	2	22
Nhà riêng tại đường Cầu Giấy	pr42661570	35.0	7.0	3	4	2	21.0344762199838	105.794386487911	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Nhà riêng tại phố Quan Nhân	pr43256184	48.0	13.0	4	4	2	21.0035064796311	105.810569601484	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Nhà riêng tại đường Trần Phú	pr43275585	45.0	10.5	6	4	2	20.974659102802	105.785456797997	Hà Đông	Hà Nội	Nhà riêng	3	9
Nhà riêng tại đường Đào Tấn	pr42768736	45.0	10.3	5	3	2	21.0324826349543	105.808869420927	Ba Đình	Hà Nội	Nhà riêng	3	1
Nhà riêng tại đường Nguyễn Khả Trạc	pr43325258	54.0	15.2	6	7	-1	21.0449683480903	105.777047256085	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Nhà riêng tại phố Sài Đồng	pr43176931	75.0	15.5	3	3	2	21.0348625433171	105.912719961973	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà mặt phố tại đường Tân Thụy	pr43320493	65.0	21.6	4	3	2	21.0435873600635	105.898400340433	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà riêng tại đường Khương Trung	pr43236247	38.0	8.85	8	6	2	20.9958649188959	105.817646858708	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Nhà riêng tại đường Nguyễn Văn Huyên	pr43297391	50.0	18.0	4	6	2	21.0419735792612	105.797712834743	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Nhà riêng tại đường Ngọc Thụy	pr43171659	47.0	14.5	3	5	2	21.0496506758091	105.866733316441	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà riêng tại đường Trần Khát Chân	pr43262523	34.5	15.8	3	5	2	21.0088697798444	105.863330458814	Hai Bà Trưng	Hà Nội	Nhà riêng	3	10
Căn hộ chung cư tại đường Phạm Văn Đồng	pr43271591	83.0	7.0	3	2	2	21.0620270120405	105.784024156886	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Nhà riêng tại đường Thụy Khuê	pr43268206	28.0	8.5	3	4	2	21.0427126617671	105.824107035403	Tây Hồ	Hà Nội	Nhà riêng	3	22
Nhà riêng tại đường Nguyễn Hy Quang	pr43271114	65.0	19.9	5	5	2	21.0187452053977	105.827080150574	Đống Đa	Hà Nội	Nhà riêng	3	7
Căn hộ chung cư tại Gold Tower	pr41819858	143.0	10.0	3	2	2	20.993586418041	105.806837852557	Thanh Xuân	Hà Nội	Chung cư	1	26
Nhà riêng tại đường Giải Phóng	pr43267837	73.0	12.5	1	1	2	20.9693259322492	105.841651622186	Hoàng Mai	Hà Nội	Nhà riêng	3	13
Căn hộ chung cư tại The Terra An Hưng	pr43233120	97.0	7.15	3	2	2	20.97203814922236	105.75614037825464	Hà Đông	Hà Nội	Chung cư	1	9
Nhà riêng tại phường Xuân La	pr43315941	35.0	11.7	3	4	2	21.0624066802326	105.806952823774	Tây Hồ	Hà Nội	Nhà riêng	3	22
Nhà biệt thự, liền kề tại Khu đô thị Đền Lừ II	pr43155203	52.0	18.0	4	6	2	20.98603681647641	105.85880440306856	Hoàng Mai	Hà Nội	Biệt thự	2	13
Nhà biệt thự, liền kề tại đường Văn Quán	pr43278351	90.0	19.8	6	6	2	20.977844635869	105.79390296258	Hà Đông	Hà Nội	Biệt thự	2	9
Nhà riêng tại phường Phú Thượng	pr43251994	60.0	14.5	6	6	2	21.08029772262	105.806467097154	Tây Hồ	Hà Nội	Nhà riêng	3	22
Căn hộ chung cư tại King Palace	pr43058696	125.0	11.3	3	2	1	21.0002026458619	105.816160824731	Thanh Xuân	Hà Nội	Chung cư	1	26
Nhà riêng tại phường Văn Chương	pr43230068	35.0	8.0	3	3	2	21.0230488863039	105.836256855436	Đống Đa	Hà Nội	Nhà riêng	3	7
Nhà riêng tại đường Lê Duẩn	pr43297815	66.0	14.0	3	3	2	21.0201636425406	105.841052700159	Đống Đa	Hà Nội	Nhà riêng	3	7
Nhà riêng tại đường Nguyễn Văn Cừ	pr43245909	75.0	18.5	4	5	2	21.0435367833101	105.872250480908	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà riêng tại đường Trần Duy Hưng	pr43240501	42.0	8.8	5	4	2	21.0110090090938	105.799800207756	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Nhà riêng tại phường Quan Hoa	pr43263314	45.0	13.6	6	6	2	21.0358600348921	105.798971990395	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Nhà riêng tại đường Nguyễn Chính	pr43310010	44.0	9.99	4	5	2	20.9810250572871	105.847431899318	Hoàng Mai	Hà Nội	Nhà riêng	3	13
Nhà riêng tại đường Bát Khối	pr42724101	97.0	16.8	5	3	2	21.0248387916938	105.885050499924	Long Biên	Hà Nội	Nhà riêng	3	14
Căn hộ chung cư tại Times City	pr42760769	75.0	6.0	2	2	2	20.9949045506368	105.868453512459	Hai Bà Trưng	Hà Nội	Chung cư	1	10
Căn hộ chung cư tại Ha Do Park View	pr43247660	130.0	9.9	3	2	2	21.0267058160392	105.79347617446206	Cầu Giấy	Hà Nội	Chung cư	1	3
Nhà riêng tại đường Bát Khối	pr43273097	50.0	12.2	5	5	2	21.025329015906	105.884971187133	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà biệt thự, liền kề tại đường Mỗ Lao	pr43297301	50.0	15.2	4	5	2	20.9799905100416	105.784020850175	Hà Đông	Hà Nội	Biệt thự	2	9
Nhà riêng tại đường Khương Đình	pr43120619	42.0	7.8	4	4	2	20.9913161950214	105.81316137216	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Nhà riêng tại đường Hạ Yên Quyết	pr43208069	36.0	8.28	3	3	2	21.0218475255419	105.797978079693	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Nhà riêng tại đường Hoàng Ngân	pr43279443	39.0	8.05	4	5	2	21.0084159566378	105.801900535431	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Nhà riêng tại phố Hoàng Cầu	pr43201477	50.0	13.5	5	5	-1	21.0161525797331	105.820740589194	Đống Đa	Hà Nội	Nhà riêng	3	7
Nhà riêng tại phố Trung Kính	pr43226418	48.0	10.9	4	3	2	21.0118165133444	105.801368309214	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Nhà mặt phố tại phố Đông Các	pr43297185	32.0	15.8	3	4	2	21.0193871526187	105.827699305518	Đống Đa	Hà Nội	Nhà riêng	3	7
Nhà mặt phố tại phường La Khê	pr43222553	45.0	16.0	4	4	2	20.9709581240928	105.759830329338	Hà Đông	Hà Nội	Nhà riêng	3	9
Căn hộ chung cư tại Mandarin Garden	pr43290573	114.0	11.0	2	2	2	21.00451573294994	105.79800541689964	Cầu Giấy	Hà Nội	Chung cư	1	3
Căn hộ chung cư tại Watermark	pr42392908	78.0	7.0	2	2	2	21.0551243975665	105.808749229128	Cầu Giấy	Hà Nội	Chung cư	1	3
Nhà riêng tại phố Tạ Quang Bửu	pr43192772	30.0	8.85	4	3	2	21.0060731014962	105.847109994604	Hai Bà Trưng	Hà Nội	Nhà riêng	3	10
Nhà riêng tại đường Tô Vĩnh Diện	pr43277513	43.0	12.5	4	3	2	20.9996831707621	105.821151398477	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Nhà riêng tại đường Lê Trọng Tấn	pr43085002	42.0	8.25	4	4	2	20.992161132883	105.832918278295	Hoàng Mai	Hà Nội	Nhà riêng	3	13
Nhà riêng tại đường Bồ Đề	pr43102205	75.0	18.0	4	4	2	21.0379898642093	105.871916148374	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà riêng tại phố Mai Dịch	pr43173128	52.0	16.0	6	7	2	21.0429158245036	105.77509177148	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Nhà mặt phố tại phố Bạch Mai	pr43288132	30.0	9.9	3	3	2	20.9981497701368	105.850243339729	Hai Bà Trưng	Hà Nội	Nhà riêng	3	10
Nhà riêng tại đường Phạm Ngọc Thạch	pr43234022	35.0	8.5	2	3	2	21.0081048614765	105.833393139965	Đống Đa	Hà Nội	Nhà riêng	3	7
Căn hộ chung cư tại Vinhomes West Point	pr43185113	96.0	9.0	3	2	2	21.0119138501084	105.7864840143817	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Nhà riêng tại đường Lê Trọng Tấn	pr43318215	68.0	19.5	4	3	2	21.0001103823754	105.828388127054	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Nhà riêng tại đường Nguyễn Phong Sắc	pr43179706	36.0	10.0	4	5	2	21.0408187432087	105.790199953907	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Nhà riêng tại đường Hồng Hà	pr43238155	32.0	7.1	3	4	2	21.0264568073624	105.859435889568	Hoàn Kiếm	Hà Nội	Nhà riêng	3	12
Nhà mặt phố tại phố Đốc Ngữ	pr43259815	65.0	19.0	5	7	2	21.0398721016665	105.813056235739	Ba Đình	Hà Nội	Nhà riêng	3	1
Căn hộ chung cư tại Times City	pr43254036	75.0	7.0	2	2	2	20.9946606447837	105.867621484834	Hai Bà Trưng	Hà Nội	Chung cư	1	10
Nhà riêng tại phố Chùa Láng	pr43094766	35.0	7.5	3	4	2	21.0231443533555	105.805819346752	Đống Đa	Hà Nội	Nhà riêng	3	7
Căn hộ chung cư tại The Matrix One	pr43236441	75.5	8.6825	2	2	1	21.009500217463987	105.77473933008052	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Nhà biệt thự, liền kề tại Khu đô thị mới Đại Kim - Định Công	pr42940142	55.0	16.0	5	5	2	20.97769723771311	105.83642339073232	Hoàng Mai	Hà Nội	Biệt thự	2	13
Nhà riêng tại đường Phúc Lợi	pr43007930	75.0	15.5	6	6	2	21.0387018722637	105.934529577662	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà riêng tại đường Nguyễn Văn Huyên	pr34237417	60.0	14.0	6	4	2	21.0381013	105.797596	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Nhà riêng tại phường Nghĩa Đô	pr43276367	33.0	16.0	3	3	2	21.0469863795093	105.802923258149	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Nhà riêng tại phố Khương Hạ	pr43302752	38.0	7.99	3	4	2	20.9955645923815	105.817706864007	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Nhà mặt phố tại đường Kim Giang	pr43318658	71.0	22.0	7	5	2	20.9844709241388	105.814873782794	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Nhà mặt phố tại đường Hà Huy Tập	pr43291155	130.0	9.9	3	2	2	21.0845752365058	105.916524522819	Gia Lâm	Hà Nội	Nhà riêng	3	8
Nhà riêng tại phường Thụy Khuê	pr43235297	55.0	14.0	3	3	-1	21.0431434740748	105.824502954619	Tây Hồ	Hà Nội	Nhà riêng	3	22
Nhà riêng tại đường Hoàng Văn Thái	pr43224797	40.0	11.5	3	2	2	20.9972211620963	105.824314132109	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Nhà riêng tại phố Khương Hạ	pr43268057	66.0	15.0	4	5	2	20.9956177734451	105.817471448652	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Căn hộ chung cư tại The Manor - Hà Nội	pr43293929	106.0	7.5	2	2	2	21.01415605174596	105.77505502271536	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Căn hộ chung cư tại CHCC 257 Giải Phóng	pr43252227	110.0	8.95	3	2	2	20.999482360573897	105.84161150491968	Đống Đa	Hà Nội	Chung cư	1	7
Nhà riêng tại phường Kiến Hưng	pr42614059	54.0	14.5	5	5	2	20.9548787154683	105.790233310348	Hà Đông	Hà Nội	Nhà riêng	3	9
Nhà riêng tại đường Lạc Long Quân	pr43280959	58.0	12.94	3	3	2	21.0558800857346	105.808805561427	Tây Hồ	Hà Nội	Nhà riêng	3	22
Nhà riêng tại đường Hoàng Quốc Việt	pr43093431	43.0	15.5	6	5	2	21.0460147532667	105.799647330215	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Nhà mặt phố tại đường Nguyễn Xiển	pr43194767	50.0	18.5	6	7	2	20.9901441725184	105.804077611834	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Căn hộ chung cư tại Vinhomes D'Capitale	pr41317894	100.0	7.5	3	2	2	21.00580596923828	105.79437255859376	Cầu Giấy	Hà Nội	Chung cư	1	3
Nhà riêng tại đường Phúc Lợi	pr42781251	90.0	12.8	6	4	2	21.0387811930277	105.934652056401	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà riêng tại đường Xuân Đỉnh	pr41485597	87.0	17.8	5	5	2	21.0713818517457	105.794292106318	Bắc Từ Liêm	Hà Nội	Nhà riêng	3	28
Nhà riêng tại đường Giải Phóng	pr42671044	77.0	16.5	6	6	2	20.9753139483482	105.841001770261	Hoàng Mai	Hà Nội	Nhà riêng	3	13
Căn hộ chung cư tại Sky City Towers-88 Láng Hạ	pr42548488	113.0	9.0	3	2	2	21.011805530102	105.811080194504	Đống Đa	Hà Nội	Chung cư	1	7
Nhà riêng tại phố Hàng Bún	pr43312102	60.0	18.0	4	3	2	21.0417245293476	105.844978880761	Ba Đình	Hà Nội	Nhà riêng	3	1
Nhà riêng tại đường Phúc Lợi	pr43252128	60.0	10.6	5	3	2	21.0387681624228	105.934668095508	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà riêng tại đường Ngọc Thụy	pr43280715	52.0	13.6	4	5	2	21.0496851793054	105.866739230511	Long Biên	Hà Nội	Nhà riêng	3	14
